"","Time","SSC-H","SSC-A","FSC-H","FSC-A","SSC-B-H","SSC-B-A","LIVE DEAD Blue-A","BUV805-A","Spark Blue 550-A","Super Bright 436-A","Pacific Orange-A","BUV395-A","BV510-A","PE-Cy7-A","cFluor YG584-A","BV570-A","BUV496-A","PE-Fire 810-A","APC-Fire 810-A","BV480-A","BUV737-A","BV605-A","BV711-A","BV785-A","PerCP-Cy5.5-A","PE-Cy5-A","Alexa Fluor 700-A","BUV563-A","PerCP-eFluor 710-A","PE-A","BV421-A","APC-A","Alexa Fluor 647-A","Alexa Fluor 488-A","Alexa Fluor 594-A","CF405M-A","CF750-A","AF-A"
"11",36046,279426,372471.0625,764149,1065211.25,160131,217586.296875,4.34893751144409,2033.59289550781,2.84066867828369,-1.76702260971069,2.40306305885315,-0.148949235677719,2.09580588340759,5.78717041015625,-0.990704774856567,6.63564825057983,4.24030160903931,5.13482284545898,10.9846696853638,0.0209886282682419,22121.416015625,10113.6044921875,2240.58154296875,2593.55737304688,6288.462890625,53359.46875,-8.60705852508545,13.4099617004395,-3.75451755523682,1.77299511432648,1467.74291992188,10.5693960189819,5.18589115142822,2.23669624328613,0.884752511978149,8.40641307830811,-4.52277183532715,-1508.00610351562
"12",38702,180667,258831.15625,509960,701976.125,135083,191401.59375,3.11911606788635,1399.34008789062,4.91306352615356,2.13330769538879,2.43889474868774,3.24660134315491,0.801083743572235,-2.51109862327576,-0.487212389707565,-5.12676191329956,3.11496114730835,2.76096940040588,10.2417802810669,0.0756690129637718,1973.23291015625,21559.14453125,-1602.51391601562,1136.57507324219,15395.10546875,16663.423828125,-7.28095006942749,12.8424596786499,4.20482301712036,0.816577136516571,467.905334472656,10.0130367279053,5.15277910232544,1.63908445835114,2.35125494003296,-7.75292682647705,1.4625369310379,-5205.908203125
"13",38715,197370,463656.71875,646096,1387010.75,131082,304223.59375,4.29926776885986,6359.8125,3.46460819244385,-1.7128654718399,2.54423260688782,0.237092718482018,1.36848533153534,5.66532230377197,-2.04769492149353,7.54774522781372,-3.73089361190796,4.83914089202881,12.6481618881226,0.227144971489906,10367.6796875,103595.1484375,2179.8330078125,214.708251953125,11250.09375,32296.1796875,11.0861806869507,13.2037668228149,-4.47255420684814,2.477694272995,8581.498046875,12.1208553314209,4.93810367584229,3.12742257118225,2.17089486122131,10.443151473999,2.20820164680481,-5327.17041015625
"14",42012,251510,338282.3125,677191,1044416.5625,167001,228033.046875,4.08558464050293,51903.5234375,4.27208805084229,0.349448770284653,2.75921249389648,4.80326271057129,1.11839318275452,-1.44336473941803,-2.20884227752686,7.11495685577393,-3.42381691932678,4.21725082397461,-9.25304794311523,0.0629033669829369,10384.0517578125,64709.72265625,-573.762451171875,1451.42529296875,10781.5732421875,22352.20703125,-8.41263484954834,12.378867149353,4.61387348175049,1.37531995773315,5312.03515625,10.9988098144531,4.59812164306641,2.71997809410095,2.62793350219727,8.100417137146,3.52929854393005,-8406.849609375
"15",44564,411681,562186.25,610885,1014446.625,317390,417859.375,3.70075106620789,13516.650390625,4.66733074188232,4.07484245300293,2.82864165306091,-0.691578447818756,0.630516350269318,6.63890981674194,-1.8828809261322,-7.17406034469604,2.82270574569702,5.83682346343994,-6.40558195114136,1.78828179836273,42394.421875,45030.0859375,11594.1416015625,898.977661132812,10448.6484375,66967.15625,-10.2536973953247,13.9302558898926,6.17618227005005,1.90520977973938,6289.068359375,11.9125843048096,5.51082515716553,2.95664763450623,0.425466060638428,-9.33464813232422,4.66399002075195,1651.2353515625
"16",44746,351852,447584.9375,630828,889430.375,299757,381222.84375,2.3077085018158,849.69970703125,4.42486429214478,3.24047040939331,2.47764182090759,-0.559413611888885,0.3783138692379,5.17553043365479,-2.40494108200073,-4.22722673416138,3.27396106719971,5.50127649307251,-9.39848136901855,1.69690418243408,16587.318359375,69886.65625,4441.45703125,-718.29736328125,7068.3076171875,85248.5078125,-10.2939300537109,13.4541082382202,6.68484401702881,1.70657181739807,15441.486328125,12.1016807556152,5.21240043640137,2.53155040740967,-3.38180828094482,-9.58356952667236,4.87626886367798,10043.9716796875
"17",47588,271670,357418.125,630955,825276.4375,207811,275144.5625,3.11360740661621,4783.5380859375,4.47777986526489,3.85400080680847,2.59365367889404,-0.40537241101265,0.844869136810303,5.68788242340088,-2.35408520698547,-6.29721069335938,3.87177753448486,5.04115390777588,11.2735223770142,1.12392330169678,45443.26953125,55989.2109375,2621.20092773438,-1400.79772949219,3035.95922851562,38015.23828125,-10.1323137283325,13.176549911499,5.97567653656006,1.63674104213715,124.651428222656,12.0666599273682,5.38698482513428,2.27661561965942,-2.20080542564392,-9.15099334716797,4.72664928436279,1043.67797851562
"18",47837,156624,193448.171875,563739,712442.6875,114048,140643.296875,2.31151413917542,2175.90234375,4.56457328796387,3.3725905418396,2.37196087837219,0.307422488927841,1.11522805690765,6.13238286972046,-0.932766795158386,7.89039134979248,3.45447850227356,2.30500340461731,11.0583877563477,0.904306888580322,1156.32385253906,22411.400390625,477.389831542969,97894.6015625,11240.4970703125,31275.384765625,8.17662906646729,12.1282939910889,2.94141483306885,0.226306095719337,-2089.79541015625,10.4360780715942,4.60568809509277,1.55065548419952,-2.32787394523621,-8.54938793182373,3.62988042831421,-7166.65234375
"19",49557,206574,239739.5,699263,894991.875,176517,201679.328125,3.49093198776245,6772.66748046875,4.81180334091187,2.36207008361816,2.43833756446838,3.46318459510803,1.35266423225403,4.33987140655518,-1.48243343830109,7.57817649841309,1.88746321201324,1.77383089065552,7.76796960830688,0.303882271051407,1363.42407226562,44386.80078125,-495.139373779297,353.752868652344,6782.04541015625,15412.59765625,-8.34452247619629,12.2541770935059,3.74012660980225,0.791528284549713,-299.294891357422,10.597975730896,4.97084522247314,2.11344742774963,0.640859723091125,6.66365098953247,2.27706217765808,-14170.1982421875
"20",50013,144879,195970.0625,707042,950517.8125,80180,111601.40625,4.22550773620605,957.10888671875,4.30262470245361,3.56481790542603,2.68327617645264,3.64639258384705,1.18654143810272,5.68857336044312,-1.2501574754715,-6.44255542755127,-1.11540067195892,3.99937152862549,11.924015045166,1.14757609367371,268.985595703125,27088.736328125,-450.476989746094,1004.72497558594,6479.115234375,34029.1171875,5.90921974182129,12.3767070770264,4.70085525512695,1.42504239082336,-1237.91552734375,10.8888130187988,4.49631643295288,2.31255102157593,2.42059063911438,-7.89721488952637,3.10197257995605,-8845.28125
"21",51029,336674,421904.15625,687762,1016897.4375,241647,302191.625,2.62518048286438,15417.802734375,4.15916299819946,-1.26378035545349,2.18789958953857,0.992242455482483,0.654525458812714,-2.91921472549438,-1.91636562347412,-5.60892677307129,-1.35636973381042,4.98306703567505,-9.82744407653809,0.327964186668396,57777.98828125,35149.63671875,7128.55908203125,-1076.11010742188,6584.08154296875,53212.875,-10.058162689209,12.8152112960815,5.70885133743286,1.34622716903687,3559.3623046875,10.3916788101196,5.10179758071899,1.79110682010651,2.62243103981018,-6.1688404083252,3.08909487724304,2706.74584960938
"22",51547,183429,240355.53125,820080,1031121.25,141060,182225.625,1.59364032745361,3459.9580078125,4.00214624404907,2.48888325691223,2.20728826522827,3.72241115570068,0.732119858264923,3.52280759811401,-0.940320432186127,5.98209762573242,3.79540514945984,3.31533050537109,8.96085834503174,0.0553761385381222,-327.249114990234,12361.6669921875,-945.937561035156,1072.06567382812,9206.7939453125,31400.287109375,5.04253387451172,12.8752784729004,4.50178813934326,0.380729556083679,-261.846954345703,10.3663854598999,5.26672697067261,1.88779139518738,2.25511479377747,-7.98015356063843,3.80574131011963,3999.15942382812
"23",52197,263118,356553.65625,466046,664730.4375,159211,214345.078125,4.49905300140381,3097.53735351562,4.20972681045532,3.53207349777222,2.83599138259888,1.89212644100189,1.65086436271667,6.6290111541748,-1.67107498645782,-5.79853010177612,3.51951289176941,5.00959587097168,12.3707046508789,1.06433153152466,5312.21484375,18242.4609375,1961.92016601562,1593.8115234375,2453.87841796875,113810.109375,7.01163625717163,12.2605924606323,-3.80102443695068,2.41806817054749,-612.165893554688,12.0398216247559,-2.6377489566803,2.21506524085999,2.69463706016541,7.7630352973938,-4.76779365539551,-15667.259765625
"24",52531,327121,427373.875,658398,856889.25,200936,263388.8125,4.16781949996948,3100.83837890625,4.64237070083618,3.50820398330688,2.77253460884094,0.0746231973171234,0.891857385635376,5.41762781143188,-1.57013618946075,-3.33681297302246,-2.85266399383545,5.00859022140503,7.63667678833008,0.135704293847084,7448.8779296875,44552.54296875,8675.365234375,404.614318847656,8949.1533203125,115438.015625,8.57590293884277,13.0380992889404,-4.94392776489258,1.85179221630096,2925.88500976562,11.1032571792603,3.77617144584656,2.58195853233337,3.28384780883789,8.44906425476074,-3.44664216041565,-17128.76171875
"25",52614,255768,353479.875,365342,490503.40625,218528,309763.71875,2.82037782669067,6406.35009765625,4.09391975402832,2.12481021881104,2.50898194313049,-0.107977785170078,0.391346842050552,5.45094299316406,-2.05297303199768,6.27830600738525,-3.79997801780701,5.19986724853516,8.89725303649902,0.0311772301793098,5483.0888671875,26455.287109375,-2044.20849609375,-518.220520019531,13897.7421875,46822.9765625,-9.66728687286377,13.3130674362183,6.18024253845215,1.36485409736633,1105.4736328125,10.3319034576416,5.49572134017944,2.56556820869446,2.33455634117126,-8.04962921142578,4.49795293807983,693.217468261719
"26",53345,216736,285329.375,499754,652212.6875,176998,223373.421875,3.01772236824036,262.757659912109,3.3744945526123,0.722155511379242,3.02304816246033,4.03116273880005,1.49031984806061,5.27839183807373,-0.237450778484344,-7.68128776550293,4.95272827148438,1.6305958032608,8.08597469329834,0.666899561882019,481.808471679688,20486.365234375,-304.308502197266,744.935852050781,340.843353271484,24053.427734375,6.11893939971924,12.4250621795654,4.21663856506348,0.671864628791809,863.743347167969,10.2320022583008,5.04668855667114,2.27459669113159,3.14123439788818,-7.57605361938477,3.60669708251953,5309.4072265625
"27",53512,221287,283925.0625,527653,700245.4375,160609,211348.21875,-3.08905410766602,1305.07299804688,4.11675024032593,1.05202579498291,2.1690366268158,-0.586841523647308,0.354877084493637,6.1221866607666,-1.18486559391022,-6.6149697303772,3.85241866111755,4.35515975952148,11.9891300201416,0.889041304588318,12545.068359375,12854.3388671875,-2587.78173828125,-1047.06652832031,2279.81494140625,61782.54296875,-9.68424701690674,12.9084453582764,5.65793991088867,2.08515405654907,1747.9052734375,11.0104827880859,5.16034460067749,1.62019693851471,1.17810726165771,-9.03425121307373,4.32337713241577,12166.2421875
"28",55718,389125,504528,719516,944517,313853,409647.5625,1.66093707084656,-1770.78210449219,4.37101364135742,4.16121578216553,2.62280058860779,-0.170380786061287,0.635312438011169,6.30799913406372,-1.92608773708344,7.03715419769287,2.47270345687866,5.43853855133057,9.44126796722412,1.93433713912964,57034.82421875,128985.0546875,17053.9765625,-2005.38745117188,6211.83544921875,36515.88671875,-10.2679471969604,13.2686223983765,6.45201683044434,1.88949418067932,-189.139175415039,11.7175254821777,5.62851810455322,2.80984354019165,-3.94090676307678,-9.71192073822021,4.57662200927734,3575.5068359375
"29",56933,308877,497376.78125,925690,1526199.25,188376,312730.03125,3.7457582950592,1211.39013671875,3.73746609687805,4.42132234573364,2.5058741569519,-0.21534638106823,0.343930602073669,6.66382122039795,-2.48342561721802,5.71918678283691,4.91432809829712,4.93420600891113,12.5503988265991,2.27591323852539,115157.1015625,84745.2109375,4158.4912109375,-390.946533203125,6485.0087890625,42121.85546875,-11.0685367584229,13.0047616958618,3.7270724773407,1.49208688735962,-312.93408203125,10.7756061553955,5.30236721038818,2.84670424461365,3.01363062858582,-9.6557445526123,3.98002147674561,-4776.86328125
"30",57288,194317,243347.890625,644491,846588.3125,140564,173717.28125,2.63690805435181,-328.04345703125,4.56783628463745,4.03513813018799,2.7646746635437,1.27498698234558,0.731444478034973,6.24483919143677,-0.929811358451843,-6.56955671310425,4.32001733779907,4.26652956008911,11.7996425628662,1.1325649023056,2939.4775390625,19847.529296875,-497.132019042969,1534.19177246094,10742.7333984375,37300.33984375,8.126389503479,13.3045568466187,4.53653764724731,1.34153985977173,-1483.9091796875,11.5733766555786,4.84505939483643,2.5092601776123,2.34125113487244,-6.61971139907837,-0.373742073774338,-6572.94775390625
"31",57918,456507,682871.75,502180,836856.875,318569,487435.875,3.36687326431274,1122.2109375,4.21258878707886,3.68618369102478,1.96541392803192,-0.30675745010376,0.777972757816315,3.76715064048767,-0.630429029464722,7.1681981086731,3.60299777984619,4.97166156768799,10.7474431991577,0.762854635715485,87982.9921875,18726.130859375,17531.154296875,-2302.83666992188,5111.73388671875,34107.90625,-10.6439380645752,13.357271194458,4.62342929840088,1.96908497810364,1494.74951171875,11.3854188919067,4.90431308746338,1.82405912876129,1.70015919208527,10.1275386810303,2.75239753723145,-7707.8828125
"32",58069,135253,179304.828125,648816,908240.9375,91497,117599.5234375,4.10232734680176,40428.9375,3.98235726356506,2.80997347831726,1.67888581752777,4.18110752105713,1.13268601894379,-1.82692849636078,-0.956291258335114,6.33261585235596,-2.78005003929138,1.17342090606689,8.90287685394287,0.0223417524248362,3161.43994140625,31014.44140625,-416.777954101562,1877.62768554688,6601.22314453125,3374.1640625,-9.27809047698975,12.0243482589722,3.40164566040039,0.255354911088943,290.866638183594,9.80114364624023,4.4991135597229,1.85982692241669,3.52712798118591,5.60621356964111,3.8172652721405,-3707.16088867188
"33",61172,184130,290442.78125,456422,630448.9375,148687,225266.609375,4.08861255645752,3145.4580078125,4.44487047195435,3.78738951683044,2.58391451835632,0.305314809083939,0.91265457868576,5.85210704803467,-1.01184606552124,6.55731439590454,4.07685518264771,3.97725415229797,10.4026985168457,0.705180466175079,-406.545227050781,9260.7998046875,1205.66650390625,82702.625,2956.9619140625,14839.9755859375,5.08121681213379,13.4762811660767,5.14389181137085,0.780410945415497,-2128.75830078125,10.5797510147095,4.92649698257446,2.22543334960938,2.97650718688965,9.1271800994873,3.83680891990662,-6817.15673828125
"34",61320,329117,512892.125,674363,955190.875,220744,336841.84375,3.93244433403015,2037.6953125,5.00212097167969,4.40690422058105,3.07151031494141,-0.35733363032341,1.08834087848663,7.70140886306763,-1.27013039588928,-7.1117262840271,7.06962203979492,4.62267351150513,13.221794128418,2.04284048080444,63513.26953125,48620.03515625,14041.0087890625,1684.5302734375,5150.70068359375,60881.375,-10.8185129165649,12.9286937713623,5.5744309425354,1.21084535121918,3043.58422851562,10.7406673431396,4.77302694320679,2.64442586898804,-2.81557178497314,-9.53389930725098,-0.0938842445611954,-17927.337890625
"35",61939,211278,247345.015625,697598,948745.5625,164838,186984.109375,4.1915431022644,72834.8125,4.03528833389282,-1.6516832113266,2.10972261428833,4.04192399978638,1.69705545902252,-1.06000185012817,-1.10752391815186,6.58953380584717,3.43587374687195,2.54754304885864,10.8112783432007,-0.0347265861928463,1623.00122070312,25834.173828125,1478.6923828125,3410.10400390625,7301.34716796875,5364.34912109375,-8.81090545654297,12.6760654449463,3.27222323417664,0.469440013170242,405.882049560547,10.9481935501099,4.66280221939087,1.90522074699402,3.55531644821167,7.56663274765015,3.39463806152344,-1391.29455566406
"36",62652,171393,215230.71875,626102,884380.5,109684,141222.046875,3.74644637107849,68583.828125,3.94894957542419,-1.63978290557861,2.31142950057983,4.50842618942261,0.990037322044373,2.91180801391602,-0.323345065116882,-5.71713161468506,-1.09656095504761,1.42388963699341,-5.56176233291626,0.0125487744808197,-645.538269042969,9295.7548828125,189.565032958984,150.800384521484,10892.0703125,7095.08935546875,8.54990196228027,12.9197149276733,-3.85880851745605,0.272196859121323,704.34130859375,9.51130390167236,4.7833776473999,1.32642889022827,3.17859053611755,-5.25176525115967,-2.25854396820068,-442.144104003906
"37",63371,434508,601015.1875,374105,540755.8125,338234,479003.46875,-2.8710720539093,-1115.67272949219,4.4936375617981,3.8136157989502,2.343834400177,-0.579517126083374,0.45744776725769,6.22835731506348,-2.25482559204102,-6.53034162521362,3.99077844619751,4.51984739303589,9.26736354827881,1.14432656764984,69842.7578125,60564.27734375,4011.04614257812,-832.448669433594,-1818.66235351562,57568.12890625,-10.47705078125,12.8936824798584,6.00148439407349,1.03816759586334,-2237.85693359375,11.256950378418,5.39572811126709,2.34491729736328,-2.80066418647766,-9.39085865020752,4.22502708435059,13837.0546875
"38",63784,372104,515051.84375,736197,1118319.75,245973,346477.625,4.39625263214111,3944.74462890625,4.37378597259521,3.02383470535278,2.69123125076294,-0.0301897041499615,0.994210541248322,5.76219129562378,-1.57147407531738,6.55448770523071,4.02166366577148,5.13635635375977,12.5273056030273,0.344238311052322,29415.515625,109372.5625,3309.1533203125,529.6875,3159.26513671875,56440.44921875,-8.51448535919189,13.3603773117065,4.65425825119019,1.60137569904327,4588.98193359375,11.7019662857056,4.81996059417725,2.72108030319214,-2.98659992218018,8.77792072296143,0.311635971069336,-8141.51513671875
"39",63876,319373,470235.8125,541010,798074.8125,245019,377227.65625,3.96846747398376,44353.875,4.90504264831543,1.48116457462311,2.88135957717896,0.485682725906372,1.21883487701416,4.66778993606567,-2.45782947540283,-5.89305877685547,-2.92012214660645,4.04557275772095,-9.06677150726318,0.0689798593521118,13061.849609375,121597.5625,230.374694824219,-281.802062988281,6952.0361328125,75375.234375,-9.07287502288818,13.8311948776245,3.84544682502747,1.32461333274841,3904.70068359375,10.7016344070435,5.36886501312256,2.64388275146484,-3.46058487892151,6.97406196594238,4.4231333732605,-2898.82348632812
"40",63890,267594,353148.28125,752978,1060458.625,195206,251528.15625,2.32412672042847,19238.515625,4.73654127120972,3.08683514595032,2.51892042160034,0.674482524394989,1.30913984775543,5.49884653091431,-1.29362070560455,-6.79334115982056,3.7448410987854,5.26336431503296,8.17038631439209,0.74541175365448,21931.1015625,41541.921875,1532.10571289062,1051.75659179688,6126.103515625,77990.640625,-9.60028171539307,12.6288948059082,5.03412008285522,1.83024728298187,3622.54956054688,10.7421712875366,5.18617486953735,2.21462416648865,2.51187348365784,-5.79618692398071,-2.95134139060974,-6542.419921875
"41",63957,339944,433268.03125,539684,749492.1875,239482,310397.53125,-0.916845381259918,-646.236572265625,4.56076860427856,3.96665787696838,2.23892784118652,-0.516007423400879,0.989690899848938,6.51485157012939,-1.36146235466003,7.54536437988281,-2.44871187210083,3.90554165840149,11.5224990844727,1.82532167434692,86731.640625,30340.7265625,12051.064453125,-2198.06201171875,4503.6962890625,64784.453125,-10.0519819259644,13.1346626281738,5.20486450195312,0.417580336332321,1229.72534179688,10.5249013900757,5.52713680267334,2.65158843994141,-3.04868650436401,-9.33623218536377,3.9803421497345,4058.7041015625
"42",64624,240429,312096.5,620414,860836.1875,168897,225601.109375,2.91277885437012,-854.799377441406,4.572190284729,3.26829862594604,2.53706741333008,3.72424602508545,0.803972959518433,4.32125043869019,-0.738577246665955,-6.85238933563232,3.46861171722412,2.94955801963806,10.0805063247681,0.863174498081207,3978.72119140625,17194.556640625,735.782531738281,-268.446044921875,8627.853515625,12197.5009765625,-8.3050012588501,12.7823066711426,3.99934029579163,0.409972757101059,190.008422851562,10.3574075698853,4.79236936569214,2.16777682304382,3.33023691177368,6.54121923446655,3.53062748908997,-8865.9453125
"43",65355,180856,223875.765625,533737,694807.25,138278,166843.203125,3.35369491577148,-400.169403076172,4.81671047210693,3.32023072242737,2.42484927177429,4.22337245941162,0.683088481426239,4.80907773971558,-0.299922496080399,7.34008598327637,-3.41461062431335,1.39037370681763,10.9224786758423,0.456966936588287,320.453887939453,7061.6865234375,977.326171875,11281.1005859375,3735.98461914062,17472.208984375,4.76004791259766,11.9958486557007,-2.6638011932373,0.752125382423401,-960.446350097656,9.96136474609375,5.00708627700806,2.02373600006104,3.04658246040344,6.54063892364502,3.94694876670837,-16763.50390625
"44",65836,294888,377418.21875,595219,891821.75,202395,252791.703125,3.79503130912781,-451.093872070312,3.43315243721008,-2.02823162078857,2.07156443595886,-0.0624204725027084,0.62963730096817,4.96381139755249,-1.36731970310211,5.7972469329834,-1.92530965805054,4.71991443634033,11.434419631958,0.0746767669916153,41764.02734375,51167.796875,434.270202636719,1889.20764160156,13023.5234375,19728.89453125,-10.3273973464966,13.2334461212158,-2.49922561645508,2.08817481994629,4036.51025390625,11.435658454895,5.38127422332764,3.22323274612427,4.19598913192749,9.16861438751221,-3.7470440864563,-8470.2744140625
"45",65925,172534,216420.15625,541488,732655.5,110450,130905.7421875,4.35537242889404,59362.39453125,3.42498850822449,-3.06626415252686,1.91978800296783,4.5154070854187,1.21577596664429,2.48921823501587,-1.62750852108002,6.12373304367065,-3.69991135597229,0.991647779941559,-7.14508962631226,-0.0915577262639999,587.20947265625,24615.138671875,-93.0272979736328,1098.00244140625,6773.61376953125,6603.7314453125,-8.05956172943115,12.0092544555664,3.1647686958313,0.734044313430786,1860.85864257812,10.126485824585,4.69820308685303,1.90117573738098,3.14473009109497,7.7650842666626,-2.56514835357666,-4545.24609375
"46",65969,375716,521335.46875,732586,1232508.375,253369,359937.28125,3.87221670150757,5355.81884765625,4.14470338821411,3.01787352561951,2.92411756515503,-0.31701385974884,0.506843328475952,6.10244655609131,-1.4893604516983,-7.23961782455444,3.84291315078735,5.35300827026367,11.3223266601562,0.47083967924118,48098.37890625,115098.71875,17493.97265625,800.775756835938,11725.5400390625,118432.7109375,-10.194375038147,13.7764453887939,-1.24446094036102,2.01847696304321,3825.27758789062,11.0416746139526,5.08022832870483,3.20658779144287,-2.13750743865967,8.84551334381104,-0.87213146686554,-7887.751953125
